0,0.399825
1,0.399825
2,0.399825
3,0.399825
4,0.399825
5,0.399825
6,0.399825
7,0.399825
8,0.399825
9,0.399825
10,0.399825
11,0.399825
12,0.399825
13,0.399825
14,0.399825
15,0.399825
16,0.399825
17,0.399825
18,0.399825
19,0.399825
20,0.399825
21,0.399825
22,0.399825
23,0.399825
24,0.399825
25,0.399825
26,0.399825
27,0.399825
28,0.399825
29,0.399825
30,0.399825
31,0.399825
32,0.399825
33,0.399825
34,0.399825
35,0.399825
36,0.399825
37,0.399825
38,0.399825
39,0.399825
40,0.399825
41,0.399825
42,0.399825
43,0.399825
44,0.399825
45,0.399825
46,0.399825
47,0.399825
48,0.399825
49,0.399825
50,0.399825
51,0.399825
52,0.399825
53,0.399825
54,0.399825
55,0.399825
56,0.399825
57,0.399825
58,0.399825
59,0.399825
60,0.399825
61,0.399825
62,0.399825
63,0.399825
64,0.399825
65,0.399825
66,0.399825
67,0.399825
68,0.399825
69,0.399825
70,0.399825
71,0.399825
72,0.399825
73,0.399825
74,0.399825
75,0.399825
76,0.399825
77,0.399825
78,0.399825
79,0.399825
80,0.399825
81,0.399825
82,0.399825
83,0.399825
84,0.399825
85,0.399825
86,0.399825
87,0.399825
88,0.399825
89,0.399825
90,0.399825
91,0.399825
92,0.399825
93,0.399825
94,0.399825
95,0.399825
96,0.399825
97,0.399825
98,0.399825
99,0.399825
100,0.399825
101,0.399825
102,0.399825
103,0.399825
104,0.399825
105,0.399825
106,0.399825
107,0.399825
108,0.399825
109,0.399825
110,0.399825
111,0.399825
112,0.399825
113,0.399825
114,0.399825
115,0.399825
116,0.399825
117,0.399825
118,0.399825
119,0.399825
120,0.399825
121,0.399825
122,0.399825
123,0.399825
124,0.399825
125,0.399825
126,0.399825
127,0.399825
128,0.399825
129,0.399825
130,0.399825
131,0.399825
132,0.399825
133,0.399825
134,0.399825
135,0.399825
136,0.399825
137,0.399825
138,0.399825
139,0.399825
140,0.399825
141,0.399825
142,0.399825
143,0.399825
144,0.399825
145,0.399825
146,0.399825
147,0.399825
148,0.399825
149,0.399825
150,0.399825
151,0.399825
152,0.399825
153,0.399825
154,0.399825
155,0.399825
156,0.399825
157,0.399825
158,0.399825
159,0.399825
160,0.399825
161,0.399825
162,0.399825
